var;1;2;3;4;5;6;7;8;9;10
320;96.0;-6;ffFalse;5;error;11 2 0 2;49526;5;2 2;R 5
321;1.5;True;ff3;0;2 5 87 6 8;10 5 1 4;8True619;1;-5 -5;R 1 2 3 4 5 6
322;0;False;ffFalse;9;5 4 09 6 7;9 9 3 9;42018;8;-15 -15;R 6 1 2 3 4 5
323;18.666666666666664;-0.1111111111111111;ff-8;5;3 1 27 8 6;13 7 1 5;953;6;3;R 0
324;1.2857142857142856;-0.0625;fTrue;8;error;7 4 4 1;691;8;end -7;R 0 0 0 0
325;23.14285714285714;-0.6666666666666666;f8;8;error;15 6 5 2;70420;-2;-8;R 9
326;0;True;ffFalse;7;error;error;12error;7;-3 -1 -1;R 0
327;7.0;0.125;ffFalse;7;error;3 0 4 3;38617;5;1 3 5;R 0
328;2.0;-2.0;f0;0;error;8 4 2 8;0False104;10;11 11;R 6 4 2 0
329;45;True;fTrue;9;1 4 28 9 7;10 3 7 3;52808;9;4;R 1
330;1.5;4;ff-6;2;error;13 2 8 5;765;7;-6 -8 -8;R 6
331;0.0;1.0;ff9;0;error;3 0 7 4;61208;7;1 1;R 1
332;0.8333333333333333;False;fTrue;3;0 3 58 6 9;8 4 1 9;3False521;12;-1 -1;R 6 5 4 3 2 1
333;32;True;fFalse;1;error;12 9 1 2;40501;14;end end end -6;R 0 8 6 4
334;0.75;-3;f9;3;error;error;598;9;2;R 5
335;0;9.0;f-5;2;error;1 0 1 4;432;11;-2;R 5
336;6.222222222222221;-0.962962962962963;fFalse;4;error;error;48181;4;1;R 4
337;15.75;False;f3;2;5 2 48 7 6;18 9 1 4;520;0;5;R 0 0 0 0
338;56;-1.0;ffTrue;9;error;16 9 7 5;934;2;-2;R 0 2 4 6
339;0.20833333333333334;-9.0;ffTrue;5;error;error;9False230;12;end 7;R 4 6 8 0
340;0;False;f7;6;0 3 87 6 9;5 2 9 7;61879;9;-13;R 5 4 3 2 1 6
341;33.60000000000001;True;ffFalse;2;error;9 0 8 5;40536;3;5 5;R 9
342;0.0;True;ff-6;9;4 2 19 9 6;9 8 6 3;9True797;7;-6 -2;R 0 2 4 6
343;1.6666666666666665;True;ffFalse;6;error;4 3 2 9;860;1;8;R 4 6 8 0
344;0;True;ff1;2;error;error;52631;11;-1 -1;R 1
345;0.6666666666666666;True;f3;5;error;7 3 1 8;226;3;-4 -4;R 5 4 3 2 1 6
346;27;3;ffTrue;8;error;error;43597;10;-12 -12;R 6 4 2 0
347;0;True;ff-7;0;5 4 67 7 9;9 5 6 3;00526;12;end end end -2;R 0 0 0 0
348;44.8;False;ffFalse;1;error;16 2 7 3;853;7;-5;R 5
349;0.0;-1.0;ff8;9;error;7 7 2 9;6True929;7;-5 -5;R 0 8 6 4
350;0;True;fTrue;5;2 0 16 8 9;11 4 1 4;175;8;-1 -2 -3;R 0
351;3.0;0.0;ffFalse;2;error;8 4 7 5;01198;8;3 3;R 6 1 2 3 4 5
352;12.0;True;ff-2;4;error;13 8 9 5;23441;0;-4 -2 2;R 1
353;0;False;f8;7;error;13 0 2 5;828;2;7 10 16;R 0
354;18.666666666666664;-2.0;ffTrue;3;4 4 09 8 6;11 3 5 9;4False732;3;7;R 0
355;1.7142857142857142;0.3333333333333333;ffFalse;2;1 2 57 7 9;16 7 1 4;652;3;end end -6;R 5
356;0.0;True;ff9;6;3 0 97 6 8;error;780;13;12 12;R 0 0 0 0
357;0.0;2.0;f7;9;error;7 6 2 1;13259;-3;-6;R 6
358;12.0;2.0;fFalse;1;error;error;6False785;11;6 6;R 4
359;0.0;False;fFalse;4;error;9 6 4 4;911;8;6 9 12;R 6 5 4 3 2 1
360;0;-0.25;f3;0;error;error;74895;7;5 5;R 1 2 3 4 5 6
361;0.2962962962962963;1.9876543209876543;ff5;2;error;8 9 0 3;07453;6;-3;R 0
362;0;False;ffTrue;3;error;14 8 2 1;62error;8;13;R 9
363;35;True;fFalse;9;error;12 5 4 5;417;1;-3 -3;R 6 1 2 3 4 5
364;3.0;1.5;f3;1;error;8 5 0 5;85901;5;5 7 11;R 1 2 3 4 5 6
365;0;-3;ff-5;1;2 1 36 8 7;error;6False027;13;end 6;R 0 2 4 6
366;0.42857142857142855;True;fTrue;7;4 6 59 9 8;error;456;0;error;R 0 8 6 4
367;37.33333333333333;False;ff2;7;0 3 36 9 8;error;35209;2;-8 -5 -2;R 5
368;8;-1.0;ffFalse;4;error;3 7 0 4;87error;12;3;R 0
369;84.0;0.1111111111111111;f-7;9;error;15 1 9 8;43331;5;10 10;R 6 5 4 3 2 1
370;0;1.0;fFalse;0;error;error;8True047;5;-1 0 0;R 6
371;3.0;0.0;ffTrue;0;error;8 2 3 2;11038;11;error;R 5
372;0;False;ff-3;0;error;5 3 8 9;986;3;error;R 5 4 3 2 1 6
373;1.088888888888889;82;f7;5;error;error;30194;11;8 7 6 6;R 0 0 0 0
374;0;-1;fFalse;1;3 2 07 9 6;10 1 3 4;273;8;error;R 4
375;0;2.0;ff3;3;error;error;9True841;13;8 11 11;R 0 0 0 0
376;40.0;True;fTrue;6;4 4 17 6 8;15 2 4 5;5False792;8;9 9;R 1
377;0;False;ff9;9;error;8 1 4 0;53704;9;-4 -4;R 1
378;5.0;True;fTrue;8;0 0 99 7 8;error;685;6;end end 6;R 4 6 8 0
379;27;-0.6666666666666666;fTrue;2;error;9 8 1 5;60329;10;-3;R 6 4 2 0
380;0.47619047619047616;-0.9375;ff-7;5;error;10 8 9 6;518;-2;-13 -13;R 0
381;0.0;0.5;fTrue;8;0 4 26 7 8;12 2 0 5;9False176;0;error;R 6 1 2 3 4 5
382;0.0;False;ff1;8;3 4 57 6 9;error;20341;13;3 3;R 0 8 6 4
383;36.75;True;f-9;1;error;4 6 9 1;508;8;end -5;R 5
384;4;0.0;fFalse;1;error;error;95213;5;-2;R 0
385;0.875;0;fTrue;2;error;error;083;10;-5 -4 -3;R 4 6 8 0
386;0.0;-1.1111111111111112;ff-4;7;error;10 3 4 6;96537;6;error;R 5 4 3 2 1 6
387;72.0;True;ff2;9;error;11 3 1 4;621;8;-1;R 0 0 0 0
388;14;False;ffFalse;7;error;error;0True168;8;-1 -1;R 0 0 0 0
389;0.0;False;ffTrue;5;1 5 28 6 7;10 1 8 4;031;7;-2 0 4;R 0 2 4 6
390;0;True;ff-2;2;3 4 79 6 8;error;84937;12;-3;R 6 4 2 0
391;2.25;1.0;ff-3;4;error;13 3 5 1;70284;3;8 8;R 1
392;0.5;False;fTrue;8;error;error;3False607;14;2;R 1
393;0.75;False;ffTrue;3;5 3 28 6 9;1 1 3 1;812;3;error;R 6 5 4 3 2 1
394;0;False;f3;7;3 4 17 9 8;11 7 2 2;173;6;end end -3;R 0
395;3.5;-1.0;ffTrue;2;error;error;69369;13;7;R 1 2 3 4 5 6
396;40;True;f6;1;error;12 6 3 2;05747;-1;4 7 7;R 4
397;54;4.0;ffTrue;4;error;error;68error;9;end 3;R 5
398;2.0;True;ff0;2;error;error;16327;7;-6;R 9
399;0.0;False;ff4;9;3 2 17 6 9;16 4 9 5;813;-1;-7 -5 -3 -1;R 6
400;0.0;-1.75;fTrue;8;error;8 5 9 4;8True104;5;8 8;R 0
401;6.0;1.0;fFalse;7;error;error;5True384;7;1 0 -1;R 1
402;3.0;False;f7;4;4 0 28 7 9;9 3 0 4;72679;3;5 5;R 6 1 2 3 4 5
403;0.0;False;fTrue;3;error;error;638;8;-8 -8;R 5
404;35;-0.0625;ff-4;9;error;error;51276;9;-12 -14 -14;R 0
405;8;3;f-5;7;4 9 38 7 6;error;171;7;-1;R 0 0 0 0
406;0.30000000000000004;True;fFalse;3;5 0 17 6 8;9 5 3 6;00error;13;1 1;R 0
407;0.0;False;f-6;3;error;17 1 4 3;62381;12;end -9;R 1 2 3 4 5 6
408;135;-11.0;ffFalse;2;error;6 0 5 2;719;1;-4;R 0 0 0 0
409;0;3.0;fTrue;9;error;10 0 4 1;2True619;0;end 13;R 6
410;1.2000000000000002;-4.0;ff-5;9;error;12 7 2 5;73402;13;error;R 6 4 2 0
411;4.5;-1.875;ffTrue;6;error;error;71520;4;7;R 0 2 4 6
412;12;0.0;f8;9;error;7 4 6 2;8True684;5;-5 -3 -3;R 0
413;1.875;1.0;ff2;6;1 5 86 8 9;15 7 9 1;62538;0;7 5 1;R 1
414;0;False;ffFalse;7;error;10 8 9 2;635;11;error;R 5
415;1.4000000000000001;2;fFalse;5;0 4 29 6 8;error;99error;9;7;R 5 4 3 2 1 6
416;28.0;True;f5;0;error;error;237;2;-5 -4 -4;R 4
417;1.25;2.0;ff-4;7;error;error;168;4;-3;R 0 8 6 4
418;0;False;fFalse;1;error;7 3 4 8;22491;8;15 15;R 9
419;0;True;fFalse;4;2 3 18 9 6;28 9 5 3;51848;3;13;R 6 5 4 3 2 1
420;64.0;True;f9;4;3 4 28 9 6;error;0False925;10;12 12;R 4 6 8 0
421;10.666666666666666;True;fTrue;6;error;9 4 5 7;840;12;9 8 7 7;R 0
422;0;True;ff1;6;4 3 99 7 6;10 3 2 3;73648;6;-13 -13;R 9
423;12.599999999999998;1.0;ff-2;5;error;11 5 0 4;1False953;8;10;R 4
424;0.6666666666666666;False;ffFalse;0;error;35 6 4 1;80917;7;0;R 5
425;5.625;2.0;ffFalse;8;5 4 07 9 8;27 7 1 4;610;1;end -9;R 0 0 0 0
426;0;True;ff7;6;2 3 77 9 8;8 8 4 4;91450;9;error;R 4 6 8 0
427;0.625;-1.8888888888888888;f-7;5;error;7 8 0 2;73189;7;-8 -7 -6 -5;R 1 2 3 4 5 6
428;21.0;0;ffTrue;1;error;14 6 4 4;6True013;-1;8 8;R 1
429;9;0.0;ff3;9;error;error;943;1;-8;R 5 4 3 2 1 6
430;0.8;9.0;ffFalse;3;0 3 98 8 6;error;510;3;-1 3;R 1
431;45;False;ffFalse;4;error;40 0 7 6;9True328;9;-2 1 7;R 0
432;0.0;False;f-4;3;0 2 38 7 9;error;41194;2;7;R 5
433;6.857142857142857;-1.75;f-5;7;5 0 36 7 8;6 0 8 9;72error;13;-3;R 0
434;0.0;True;ffTrue;5;error;error;573;6;0;R 6 4 2 0
435;0.0;True;f5;3;error;7 2 1 2;98528;0;0 0;R 6 5 4 3 2 1
436;0;-2;fFalse;6;3 2 46 6 7;10 6 3 4;67181;5;-7;R 0 2 4 6
437;8.333333333333332;False;ffFalse;7;0 1 26 9 8;10 8 5 1;640;-1;error;R 0 8 6 4
438;4;-0.1111111111111111;ff-9;1;error;error;50298;9;5;R 0 0 0 0
439;1.2962962962962965;1.0;f6;9;error;17 3 7 1;7False049;0;3 1;R 6
440;0;False;ffTrue;8;error;12 2 1 5;672;5;1;R 6 1 2 3 4 5
441;0;0.5;fFalse;6;1 5 76 7 9;error;895;13;-10 -10;R 6 4 2 0
442;0.3333333333333333;False;f2;9;4 3 56 8 9;12 1 8 0;07334;6;-13 -13;R 4
443;0;False;f-6;8;error;4 2 7 4;6False295;8;7;R 0 2 4 6
444;5.4;-2.0;fFalse;1;error;error;742;10;3 3;R 0
445;2.0;1.0;f-2;5;4 3 08 9 7;9 4 1 1;34293;7;2;R 0 0 0 0
446;108;True;fFalse;8;error;error;42723;12;error;R 1 2 3 4 5 6
447;7;True;ffFalse;8;1 2 56 8 9;27 8 6 4;1False679;5;5 5;R 0 0 0 0
448;0.0;False;f-8;7;error;error;89048;8;4 6 6;R 6 5 4 3 2 1
449;0.0;False;fFalse;1;error;13 6 7 9;776;0;3;R 6
450;27.999999999999996;True;f2;7;error;error;410;5;2;R 0
451;0;True;ff7;4;error;18 8 5 4;27869;13;-8 -8;R 5 4 3 2 1 6
452;0.0;False;fTrue;5;3 4 76 9 8;error;390;7;-1 -2 -3 -3;R 6 1 2 3 4 5
453;0.0;True;ffTrue;2;error;error;61437;9;-1 1;R 4 6 8 0
454;5.0;0.1111111111111111;ff-1;6;3 1 57 6 8;8 5 1 8;9True618;14;-7;R 5
455;4.0;-2;ff-7;3;error;error;38error;14;4 4;R 0 8 6 4
456;0;4.0;fTrue;3;error;9 0 4 7;7False931;2;-8 -10 -12 -14;R 1
457;6.0;1.037037037037037;ff8;1;3 2 06 8 9;11 6 2 4;02672;3;1 3;R 0
458;24;False;fTrue;4;error;8 3 0 5;55467;9;-7;R 9
459;2.0;True;f-1;9;2 4 39 8 6;15 3 0 4;187;7;1 1;R 1
460;0.0;False;ffFalse;6;1 0 56 9 7;10 1 9 7;863;11;end end -7;R 5
461;24;False;fFalse;1;error;error;07498;8;7 7;R 0
462;7.2;True;ff1;9;error;9 5 8 7;13576;11;-8 -9 -9;R 1
463;0.925925925925926;6.0;f6;9;2 2 57 9 8;error;424;6;7 7;R 4
464;0;0.0;ffTrue;4;error;error;320;0;end end 3;R 0 0 0 0
465;36;False;f-7;6;0 3 37 6 8;error;5False587;5;0 1;R 6 4 2 0
466;5.25;8.0;fFalse;0;error;error;312;8;2 2;R 0
467;0.0;False;fFalse;5;error;error;87590;10;0 0;R 5
468;1.75;2.0;f-8;7;error;11 4 9 5;6True968;-1;9;R 4 6 8 0
469;0.0;False;ffFalse;8;3 0 47 6 8;10 2 2 4;43101;8;3 6 9;R 6 5 4 3 2 1
470;5.0;1.25;ff-1;3;error;error;864;7;-7 -7;R 9
471;48;0.0;ff8;8;error;error;9True485;5;11 14 14;R 6
472;0.0;False;fTrue;9;0 2 37 9 6;error;07356;3;-3 -3;R 0
473;0;2.0;fFalse;7;error;14 5 4 9;979;0;-6;R 1 2 3 4 5 6
474;1.5;1.0;f-5;1;error;9 9 8 5;84026;7;end end -10;R 1
475;6;17;ffFalse;9;error;error;32error;5;end -7;R 5
476;0.0;True;ff5;2;4 7 39 8 6;16 9 6 2;9False356;2;9 9;R 5 4 3 2 1 6
477;65.33333333333334;True;fTrue;7;error;error;32490;14;-9;R 6 1 2 3 4 5
478;0.0;-0.1111111111111111;ff0;4;4 0 18 9 7;7 7 0 2;28967;4;error;R 0 0 0 0
479;10.5;-0.0625;f-8;3;1 4 26 7 6;6 3 4 1;385;6;-3 -4 -5 -5;R 0 2 4 6
480;0;-4.0;ffTrue;0;error;10 3 5 5;320;7;-1;R 0 8 6 4
481;0.0;2.25;ffTrue;2;0 1 28 7 6;error;578;11;-8 -8;R 0 2 4 6
482;0.0;False;f-6;6;error;9 1 2 3;20352;2;error;R 1
483;5;4.0;f4;7;error;14 9 7 1;971;-1;end -11;R 4
484;6.428571428571429;-2.0;fFalse;0;3 0 59 7 8;7 8 7 4;40738;12;2 0;R 5
485;1.0;0.6666666666666666;fTrue;1;error;error;9False239;4;-10 -10;R 5 4 3 2 1 6
486;0.0;True;ff8;5;1 2 49 6 7;10 0 6 4;83432;11;6 5 3;R 6 5 4 3 2 1
487;0;True;f-7;5;error;14 1 4 5;0True457;6;error;R 4 6 8 0
488;12.000000000000002;0.0;fFalse;3;5 4 87 9 7;error;886;11;3 3;R 9
489;2.041666666666667;17.0;fTrue;6;4 3 26 9 8;error;346;-1;8 7 6;R 6 1 2 3 4 5
490;0;0;ff-6;8;error;8 2 5 1;73185;3;3;R 0 8 6 4
491;5.4;False;f-2;7;error;12 4 9 4;78069;3;-12 -12;R 6 4 2 0
492;0;False;ffTrue;9;error;34 6 3 8;41395;7;15 15;R 0
493;0;True;fFalse;5;error;15 4 6 8;105;10;7;R 0
494;5.0;False;f3;2;4 3 09 7 8;error;7False940;9;-10 -10;R 6
495;1.5;-3.0;f-4;6;1 2 58 9 6;9 4 6 4;61error;7;end end -6;R 1 2 3 4 5 6
496;0.0;0.9876543209876543;ffTrue;8;error;error;944;14;-7 -7;R 1
497;3.0;True;fTrue;0;error;8 8 2 0;30759;3;2;R 0 0 0 0
498;0;False;ff3;6;error;error;83315;12;0 0;R 5
499;0.0;True;ff7;6;error;error;716;7;2;R 0
500;101.25;False;ffFalse;5;error;error;8True527;6;-8 -8;R 0 0 0 0
501;0.0;0.0;f-8;2;3 2 49 7 8;9 0 1 5;673;8;error;R 6 4 2 0
502;0;-11;fFalse;4;1 0 58 9 7;error;51029;7;-4;R 0
503;14;-0.875;ffFalse;1;0 4 59 6 8;10 3 4 9;6False483;-2;1 0 -1 -1;R 9
504;0.6666666666666666;1.0;ff1;5;error;error;089;11;-5 -5;R 6 5 4 3 2 1
505;3.0;-8.0;ffTrue;5;4 5 06 7 9;error;74896;9;2 5 11;R 6 1 2 3 4 5
506;0.875;-1.0;f4;6;error;7 0 8 3;205;7;16 16;R 4
507;0;True;ff-8;9;error;6 6 0 5;07834;5;0;R 1
508;30.0;1;fTrue;3;error;12 8 4 9;91709;1;end -7;R 5
509;0.0;0.0;ff-7;1;0 2 59 8 7;8 7 3 5;267;6;error;R 6
510;0.0;False;ffFalse;9;error;10 8 7 3;9False823;1;6;R 1 2 3 4 5 6
511;6.0;False;ffTrue;1;0 2 17 7 8;17 8 0 4;542;3;-1 -3 -7;R 1
512;27;18.0;f9;2;error;error;10876;5;0 0;R 5 4 3 2 1 6
513;0;-1.0;ff2;8;5 3 57 9 8;8 9 6 4;80error;1;-8 -9 -10;R 5
514;0.2222222222222222;14;ffFalse;2;2 3 16 9 6;11 0 3 7;5False796;1;error;R 4 6 8 0
515;10.5;0.5;ff9;5;error;10 9 4 3;32739;14;end end 16;R 0
516;0;-2.0;fTrue;9;error;51 9 3 4;86127;6;-9;R 0 0 0 0
517;11.11111111111111;True;ffFalse;7;error;15 9 6 1;5False418;5;9 12 15;R 0 8 6 4
518;0;-0.8888888888888888;ff-1;1;error;error;02203;6;-1 -1;R 0
519;3;True;ffFalse;6;4 0 39 7 8;8 9 0 8;15error;12;end end 14;R 0 2 4 6
520;0.6666666666666666;0.1111111111111111;f-4;0;4 5 86 9 7;9 8 5 2;89error;-2;-2;R 0 0 0 0
521;0.0;True;ffTrue;3;3 2 16 9 8;11 3 5 0;163;12;error;R 0
522;3.0;0.0;f-5;5;error;10 0 9 1;0False938;5;1 1;R 4 6 8 0
523;12;-1.0;f6;5;1 0 79 8 7;8 7 0 2;59209;10;5;R 0 2 4 6
524;31.111111111111114;3.0;ffTrue;9;error;error;157;7;15 15;R 0 0 0 0
525;28;True;f6;8;0 7 56 9 8;error;31509;2;9;R 6 5 4 3 2 1
526;0.3214285714285714;0.5;ffFalse;4;error;error;638;10;end 3;R 5
527;5;-2.0625;ffTrue;1;error;9 7 4 4;70013;13;9;R 0
528;0.0;-5.0;ff-8;6;error;5 0 2 4;620;8;-8;R 6 4 2 0
529;0;False;fFalse;6;1 0 49 8 6;10 2 6 3;6False330;7;error;R 0
530;0.0;True;f3;8;5 3 29 7 6;error;15892;8;5 5;R 0 8 6 4
531;7;0.037037037037037035;ffFalse;0;error;0 4 0 2;465;9;end end 6;R 1
532;3.0;-1.0;ff9;4;error;9 2 1 5;84060;2;8;R 6 1 2 3 4 5
533;1.3333333333333333;True;fFalse;8;error;error;18277;5;-2;R 5 4 3 2 1 6
534;56.0;True;f9;6;error;error;5True290;0;-6 -6;R 0 0 0 0
535;7;False;f-7;4;0 2 78 6 7;error;108;1;6 8 10;R 4
536;0.0;True;fFalse;6;error;error;157;12;3 3;R 5
537;0;True;ffFalse;7;error;15 7 3 6;06294;11;7 8 8;R 6
538;0.0;True;f-6;8;2 1 69 7 9;10 1 0 6;51749;6;-3 -3;R 9
539;0;2.0;fTrue;0;3 5 49 7 6;6 8 2 5;532;2;end 8;R 1 2 3 4 5 6
540;0.5925925925925926;1.25;ff1;5;error;error;1False865;14;-2;R 1
541;0;False;ffTrue;1;error;8 7 9 1;496;-1;5;R 6 5 4 3 2 1
542;7.0;True;ff2;8;error;9 0 6 1;5False790;4;error;R 6
543;0.3333333333333333;-0.1111111111111111;ffTrue;2;2 5 38 8 9;error;869;6;0 0;R 0 0 0 0
544;45;False;f-6;5;error;4 4 7 2;30462;11;7 9 13;R 6 4 2 0
545;0.0;True;f9;7;error;12 4 9 5;81623;13;5;R 5
546;40;False;fFalse;4;3 1 39 7 8;12 3 5 3;410;7;-9 -6 -3;R 0 0 0 0
547;0.75;1.0;fTrue;3;error;error;83497;9;-2 -2;R 0 2 4 6
548;10;True;f0;2;error;18 6 3 0;13021;0;-7 -4;R 0
549;0.19047619047619047;True;fFalse;4;error;6 3 6 2;976;14;end 2;R 1
550;0;4;f5;6;0 5 69 7 8;error;3True940;4;-7 -9 -9;R 0
551;0;True;fTrue;1;4 3 58 6 7;7 9 8 5;382;7;4 4;R 0
552;6.0;0.8888888888888888;ff9;1;error;error;02538;0;1;R 1 2 3 4 5 6
553;0.0;True;fTrue;7;error;17 5 0 8;549;10;2 2;R 5
554;0.0;False;ff3;2;error;16 9 6 4;62504;6;-4 -2 0;R 4 6 8 0
555;11.571428571428573;0;ffTrue;9;error;13 5 8 6;7True032;-1;9 9;R 5 4 3 2 1 6
556;56;0.0;ff-5;8;error;22 9 5 5;741;3;-9 -10 -12;R 9
557;7;True;ff2;2;3 5 08 9 6;error;69580;5;1;R 1
558;0.0;True;ffTrue;6;error;14 8 0 5;787;-1;0 3 3;R 6 1 2 3 4 5
559;29.16666666666667;True;ffFalse;0;error;9 1 7 2;29519;9;3;R 4
560;0.0;True;ff1;5;error;error;7False620;-1;3;R 0 8 6 4
561;21.77777777777778;0.5;ff3;8;error;9 1 7 4;387;0;5 5;R 0
562;0;-3;ffFalse;3;4 5 28 9 6;32 9 3 1;96080;11;7 6 5 4;R 1
563;0.8333333333333333;1;ffFalse;1;error;6 7 5 2;40error;12;6;R 0 2 4 6
564;0.0;-0.1111111111111111;ff7;0;3 4 59 8 6;error;4False189;9;end -7;R 0
565;32;2.0;fFalse;4;error;16 7 8 9;21194;9;10 10;R 1 2 3 4 5 6
566;0.2571428571428571;2.25;f4;2;error;15 1 2 4;054;8;-5;R 6 5 4 3 2 1
567;0;True;ffFalse;5;error;9 2 9 3;73295;6;-1 -1;R 5
568;5.4;2.0;ff-6;1;error;error;01024;4;-5 -3 -1 1;R 0
569;1.1111111111111112;False;f-4;3;5 2 36 9 7;7 7 1 1;8False125;4;-3 -5 -7;R 9
570;0;False;ffTrue;0;error;10 2 6 5;96error;5;end -13;R 0 0 0 0
571;108;True;ff-9;4;error;16 9 0 1;79804;14;0 0;R 0 0 0 0
572;3.0;False;ffFalse;3;error;24 3 6 1;150;4;-8;R 5
573;5.714285714285714;2.0;f7;1;error;35 9 7 4;1True766;2;6 6;R 6 4 2 0
574;49;-0.984375;ffTrue;7;error;10 3 6 1;10372;14;error;R 4 6 8 0
575;0.42857142857142855;0.0;f5;1;error;19 6 7 8;825;11;-5;R 0 8 6 4
576;0.0;-1.0;fFalse;8;error;9 9 4 0;73error;5;7 7;R 6
577;0;True;fTrue;2;error;3 0 0 4;40097;10;-1 2 5;R 6 1 2 3 4 5
578;90.0;-1.0;ff-3;6;error;error;856;9;-2;R 4
579;0;False;f1;5;1 5 48 7 6;6 6 3 8;23068;-1;error;R 5 4 3 2 1 6
580;0.5833333333333333;2.0;fFalse;0;error;error;0True925;9;-13 -13;R 1
581;0.0;True;fTrue;3;error;error;94518;6;11 11;R 5 4 3 2 1 6
582;35;False;ff6;3;error;24 5 6 1;2True751;8;8;R 9
583;2.625;True;fFalse;9;1 2 28 6 7;error;23066;13;4;R 6 1 2 3 4 5
584;0.0;0.2222222222222222;f8;1;5 0 16 8 9;error;025;3;0;R 6 5 4 3 2 1
585;48.0;82;fFalse;2;error;1 3 0 9;38error;1;error;R 1 2 3 4 5 6
586;1.3333333333333333;True;ff5;5;error;32 9 2 1;656;6;-6 -6;R 0
587;12.0;False;ffTrue;7;error;11 0 3 2;7True231;3;8;R 1
588;0;False;ff-1;0;5 2 48 6 9;error;80296;13;-4 -1 -1;R 1
589;0.0;True;ffTrue;1;error;13 3 9 4;769;8;11 11;R 6
590;0.0;True;f-4;7;2 0 36 9 7;8 1 8 4;05472;12;2;R 5
591;4.666666666666666;False;ff-6;6;error;error;056;7;8 8;R 4 6 8 0
592;54;False;ffFalse;9;error;14 2 6 3;7False486;11;end end 7;R 4
593;9;True;ff-1;8;1 4 36 7 8;22 9 7 1;54298;8;error;R 5
594;32.0;True;fTrue;3;error;13 8 5 8;10597;-2;0 0;R 6 4 2 0
595;0;True;ff6;2;error;6 3 7 2;228;13;end -15;R 0 0 0 0
596;0.125;-2.0;ffTrue;1;2 4 78 6 8;11 8 9 2;12error;8;7 10;R 0
597;1.0;True;f-2;4;0 5 17 9 8;9 3 4 3;64739;3;error;R 0 2 4 6
598;30.0;True;ffFalse;1;error;error;0True842;4;-9 -6 -3 0;R 0 8 6 4
599;0.0;True;ffFalse;9;error;error;094;6;4 3 2 1;R 0 0 0 0
600;0;-2.0;ff-6;9;error;error;75810;13;5;R 0
601;3.75;True;ff-3;4;1 5 06 7 8;10 6 0 1;162;10;-6 -6;R 5
602;0.8888888888888888;3.0;ffFalse;6;error;14 3 5 0;78error;1;4;R 6 1 2 3 4 5
603;0;True;ffTrue;5;error;10 9 7 8;90720;11;end 6;R 5 4 3 2 1 6
604;29.166666666666668;True;f0;9;error;8 0 7 3;5True832;1;6;R 0 0 0 0
605;0;True;fFalse;9;1 0 57 8 6;8 4 5 6;67589;7;-4;R 4
606;16.0;-3.0;f1;0;error;14 6 1 3;20768;7;5 5;R 0
607;1.5;False;ff-4;4;error;error;42390;6;end end -1;R 5
608;0;1.3333333333333333;fTrue;3;error;error;526;5;error;R 6 5 4 3 2 1
609;0;-1.0;f6;1;error;13 8 6 9;8False091;11;9 7 5;R 0 0 0 0
610;9.0;0.25;fFalse;9;error;error;057;9;-4 -4;R 6 4 2 0
611;1.6;True;ffTrue;4;5 2 49 8 6;13 5 7 4;380;5;-1;R 6
612;20;0;f-2;5;error;error;9False129;0;-4 -3 -3;R 0
613;0.8;0.0;fFalse;6;error;error;849;10;5 5;R 1
614;0.0;-9.0;f8;2;error;18 9 5 1;48053;9;end end 12;R 0 2 4 6
615;0;18.0;ff5;5;0 3 29 8 7;8 3 1 5;61973;3;-7 -9 -11;R 0
616;2.142857142857143;False;fTrue;9;0 5 66 9 7;6 1 0 8;4False574;14;14 14;R 9
617;0;-2.0;fFalse;1;error;8 8 9 1;96error;5;-8;R 1 2 3 4 5 6
618;12.5;-10.0;f-4;3;2 2 19 7 8;error;80641;4;7;R 4 6 8 0
619;0.0;False;ff9;6;error;error;90716;-2;-8 -7 -6 -5;R 1
620;2.0;1.9876543209876543;ffTrue;2;error;17 5 8 6;704;-1;4;R 0 8 6 4
621;54.857142857142854;False;ff-9;6;error;error;256;2;end 2;R 0 0 0 0
622;1.0;True;fTrue;4;error;error;728;13;3;R 6 4 2 0
623;0;False;ff0;1;3 4 57 8 6;error;94363;4;8 8;R 0 8 6 4
624;12.0;False;fTrue;2;0 7 29 8 9;17 7 8 6;76098;8;14 14;R 1 2 3 4 5 6
625;3.4285714285714284;-0.2222222222222222;ff-7;7;error;9 3 2 4;5False958;0;end 2;R 1
626;0;0.0;fTrue;3;0 1 29 7 8;5 1 0 3;42276;4;error;R 6 1 2 3 4 5
627;0.7291666666666667;True;ff5;7;error;10 4 8 1;890;6;9 9;R 0 2 4 6
628;21;-0.75;fTrue;4;error;error;11802;12;-4;R 6 5 4 3 2 1
629;0;False;f5;5;2 4 07 9 8;6 7 6 1;6False435;10;error;R 9
630;3.0;0.0;fFalse;1;5 3 76 8 9;47 8 1 3;067;4;7 7;R 5 4 3 2 1 6
631;0.6666666666666666;1.1111111111111112;ffTrue;7;error;9 9 0 4;17error;8;end 2;R 4
632;0;False;ff1;6;0 9 16 6 7;12 5 6 5;38549;3;14 14;R 0 0 0 0
633;0;-2.0;f-2;4;error;error;7True056;5;0;R 4 6 8 0
634;75.0;-17;ffTrue;6;2 5 06 7 6;error;97error;9;-2;R 5
635;6.4;-2.25;ff-4;8;error;9 1 7 4;53529;9;-4 -4;R 0
