var;1;2;3;4;5;6;7;8;9;10
178;"f;False";"8;5;7;9";"14;";"end;Z";"6;0;3;8;9";[1, 2, 3];"4;5;3;";"1;0;1;2;3;4;1;0;";"17;2;13;";2 3 4 6
179;"f;-3";"12;4;8;4";"7;";Z;"5;3;2;8;5";0;"4;2;6;";"3;77;0;46;3;23;4;24;1;";"17;Z2;13;";2 3 5
180;"float;5.00";"11;3;7;4";"7;";"-7;-7";"1;4;6";[2, 3, 4];"4;5;6;";"6;81;28;";"14;Z2;13;";1 2 5
181;"f;-5";"10;9;5;2";"12;";Z;"6;9;5";6420;"4;5;6;";"3;73;1;33;0;76;8;";"17;1;13;";1 2 4 5 6
182;"float;8.00";"6;3;4;1";"12;";Z;"2;1;8;1;2";1;"4;5;6;";"4;17;8;69;2;44;8;64;9;";"14;Z2;13;";1 2 3 4 6
183;"bool;True";"Z;2;6;1";"8;";Z;"6;Z;8";4;"4;5;6;";"2;32;45;58;36;";"17;1;13;";1 4 5
184;"float;1.00";"Z;9;9;3";"6;";Z;"2;0;4;1;3";[1, 2, 3];"4;5;3;";"1;52;69;61;";"11;Z2;13;";1 2 3 4
185;"bool;True";"Z;8;2;7";"5;";"-4;-2;0;2;10;10";"7;True;9;6;1";5;"4;2;6;";"7;b;c;2;3;4;";"14;1;13;";5 6
186;"float;0.00";"Z;4;9;5";"0;";"9;7";"0;7;8;0;7";0864;"4;2;6;";"5;42;55;71;73;";"17;1;13;";1 2 4 5 6
187;"f;False";"12;5;1;3";"3;";Z;"3;Z;2";[2, 2, 3];"4;5;6;";"3;10;11;12;13;14;1;2;";"14;Z2;13;";1 3 4 5 6
188;"float;-2.00";"11;8;7;0";"3;";"end;Z";"6;6;4";0246;"4;5;6;";"0;7;0;6;0;";"17;2;13;";2 6
189;"int;0";"11;0;4;1";"14;";Z;"0;2;5";612345;"4;5;6;";"6;0;1;2;3;4;";"12;1;13;";1 2 3 4
190;"f;1";"13;2;3;5";"7;";Z;"1;3.0;9;3;8";9;"4;5;3;";"7;(14, 1);(85, 6);(58, 9);";"11;2;13;";1 4
191;"bool;True";"6;5;9;3";"11;";"0;0";"9;Z;1";0;"4;5;3;";"9;y;z;14;";"17;2;13;";2 4 5
192;"float;1.94";"8;9;8;2";"9;";Z;"0;1;3";[2, 2, 3];"4;5;6;";"3;2;4;1;";"11;2;13;";2 3 4 5 6
193;"float;11.25";"10;5;6;3";"8;";Z;"6;4;5;9;8";543216;"4;2;6;";"2;33;58;";"14;2;13;";1 2 3 4
194;"float;1.25";"10;4;5;0";"5;";Z;"4;0;6;9;0";0000;"4;5;6;";"4;87;72;62;90;";"14;2;13;";1 6
195;"bool;False";"9;8;6;2";"9;";"-8;-6;-4;-2;0;2;4";"1;7;9";246;"4;5;6;";"0;10;11;12;13;14;";"14;1;13;";1 3 4 6
196;"bool;False";"Z;9;0;3";"11;";"4;4;4";"8;1;5;8;6";123456;"4;5;6;";"0;(57, 4);(36, 4);(24, 7);(63, 1);";"14;Z2;13;";2 5 6
197;"f;False";"7;3;8;2";"-2;";"end;Z";"3;1;9;2;0";0000;"4;5;6;";"6;4;9;3;4;6;";"17;Z2;13;";2 3 6
198;Z;"Z;0;4;5";"11;";14;"7;1;9";6;"4;5;6;";"3;45;70;86;18;19;";"11;2;13;";2 5 6
199;"int;9";"9;9;5;6";"4;";Z;"3;False;7;5;7";5;"4;2;6;";"4;43;4;10;9;73;3;";"14;Z2;13;";1 3 4 5 6
200;"float;1.04";"Z;3;7;8";"3;";Z;"4;Z;8";[1, 2, 3];"4;5;3;";"6;0;1;2;4;5;4;";"11;Z2;13;";1 2 6
